Base,Dirección,Colonia,m2,Clasif.,Antigüedad,Clasif.,Elev,Est,Rec,Bañ,"Interior 
Exteriror",Balcón,Roof privado/ Patio interior,m2 Roof privado/ Patio interior,Amenidades,Bodega,Cuarto de servicio,Jaula de tendido,Seguridad,Costo Mantenimiento,Precio de venta,Sin Estacionamiento,$/m2,$/m2 (-5%),$/m2 sin est,Link
KW,"Avenida San Antonio 413,  Carola,  Alvaro Obregón,  Ciudad de México,  Mexico,  01180",Carola,65,1,4,2,,1,1,2,,,,,,,,,,,"$2,875,000","$2,752,179","$44,231","$42,019","$42,341",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1031-8212
KW,"Av. Prolongacion paseo de la reforma 371,  Santa Fé,  Alvaro Obregón,  Ciudad de México,  Mexico,  01219",Santa Fe,97,3,4,2,,2,2,2,,,,,,,,,,,"$5,400,000","$5,277,179","$55,670","$52,887","$54,404",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1167-1842
KW,"364 municipio libre</br>Santa Cruz Atoyac</br>Benito Juarez,  Ciudad de México,  Mexico",Santa Cruz Atoyac,88,2,4,2,,2,2,2,,,,,,,,,,,"$3,980,000","$3,857,179","$45,227","$42,966","$43,832",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-2874
KW,"Ixcateopan 12,  Vertiz Narvarte,  Benito Juarez,  Ciudad de México,  Mexico,  03600",Vertiz Narvarte,52,1,4,2,,0,1,2,,,,,,,,,,,"$3,290,000","$3,167,179","$63,269","$60,106","$60,907",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-7536
KW,"Salvador Alvarado 80,  Escandón,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11800",Escandon I Seccion,208,0,4,2,,3,3,3,,,,,,,,,,,"$10,323,599","$10,200,778","$49,633","$47,151","$49,042",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1055-2706
KW,"859 Calzada del Hueso</br>Ex Hacienda Coapa</br>Tlalpan,  Ciudad de México,  Mexico",Ex Hacienda Coapa,106,3,4,2,,2,3,2,,,,,,,,,,,"$4,950,000","$4,827,179","$46,698","$44,363","$45,539",https://www.kwmexico.mx/Departamento-En-Venta-Tlalpan-1027-3440
KW,"127 Socrates</br>Polanco</br>Miguel Hidalgo,  Ciudad de México,  Mexico",Polanco I Seccion,186,0,4,2,,2,3,3,,,,,,,,,,,"$14,300,000","$14,177,179","$76,882","$73,038","$76,221",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-5621
KW,"1702  PROLONGACION PASEO DE LA REFORMA 489,  San Gabriel,  Alvaro Obregón,  Ciudad de México,  Mexico,  01219",San Gabriel,78,2,4,2,,2,2,2,,,,,,,,,,,"$5,000,000","$4,877,179","$64,103","$60,897","$62,528",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1031-6043
KW,"PH  Prolongación Martín Mendalde 1970,  Acacias,  Benito Juarez,  Ciudad de México,  Mexico,  03104",Acacias,161,4,3,2,,2,2,2,,,,,,,,,,,"$9,800,000","$9,677,179","$60,870","$57,826","$60,107",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-3491
KW,"1790 Prolongación Martín Mendalde</br>Acacias</br>Benito Juarez,  Ciudad de México,  Mexico",Acacias,110,3,3,2,,2,2,2,,,,,,,,,,,"$4,500,000","$4,377,179","$40,909","$38,864","$39,793",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-3490
KW,"Lago Neuchatel 45,  Ampliación Granada,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11529",Ampliacion Granada,80,2,3,2,,2,2,1,,,,,,,,,,,"$5,400,000","$5,277,179","$67,500","$64,125","$65,965",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1167-1443
KW,"4  Prolongación Reforma 355,  Lomas De Santa Fé,  Alvaro Obregón,  Ciudad de México,  Mexico,  01219",Lomas De Santa Fe,90,2,3,2,,2,2,2,,,,,,,,,,,"$4,800,000","$4,677,179","$53,333","$50,667","$51,969",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1027-5797
KW,"115 Tiburcio Sanchez de la Barquera</br>Merced Gómez</br>Benito Juarez,  Ciudad de México,  Mexico",Merced Gomez,119,3,3,2,,3,2,3,,,,,,,,,,,"$7,093,207","$6,970,386","$59,607","$56,626","$58,575",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1055-1745
KW,"115 Tiburcio Sanchez de la Barquera</br>Merced Gómez</br>Benito Juarez,  Ciudad de México,  Mexico",Merced Gomez,119,3,3,2,,3,2,3,,,,,,,,,,,"$7,093,207","$6,970,386","$59,607","$56,626","$58,575",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1055-9505
KW,"703 Sevilla</br>Portales Sur</br>Benito Juarez,  Ciudad de México,  Mexico",Portales Sur,100,3,3,2,,2,3,2,,,,,,,,,,,"$4,540,000","$4,417,179","$45,400","$43,130","$44,172",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1055-617
KW,"Colina 85,  Ampliación Las Aguilas,  Alvaro Obregón,  Ciudad de México,  Mexico,  01759",Ampliacion Las aguilas,120,3,3,2,,2,2,2,,,,,,,,,,,"$4,000,000","$3,877,179","$33,333","$31,667","$32,310",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1027-5366
KW,"Gabriel Mancera,  Del Valle,  Benito Juarez,  Ciudad de México,  Mexico,  03100",Del Valle Centro,113,3,3,2,,2,2,2,,,,,,,,,,,"$6,400,000","$6,277,179","$56,637","$53,805","$55,550",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3896
KW,"GABRIEL MANCERA,  Del Valle,  Benito Juarez,  Ciudad de México,  Mexico,  03100",Del Valle Centro,113,3,3,2,,2,2,2,,,,,,,,,,,"$6,600,000","$6,477,179","$58,407","$55,487","$57,320",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3895
KW,"Gabriel Mancera,  Del Valle,  Benito Juarez,  Ciudad de México,  Mexico,  03100",Del Valle Centro,113,3,3,2,,2,2,2,,,,,,,,,,,"$6,500,000","$6,377,179","$57,522","$54,646","$56,435",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3889
KW,"Gabriel Mancera,  Del Valle,  Benito Juarez,  Ciudad de México,  Mexico,  03100",Del Valle Centro,113,3,3,2,,2,2,2,,,,,,,,,,,"$6,500,000","$6,377,179","$57,522","$54,646","$56,435",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3728
KW,"Gabriel Mancera,  Del Valle,  Benito Juarez,  Ciudad de México,  Mexico,  03100",Del Valle Centro,113,3,3,2,,2,2,2,,,,,,,,,,,"$6,600,000","$6,477,179","$58,407","$55,487","$57,320",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3727
KW,"Gabriel Mancera,  Del Valle,  Benito Juarez,  Ciudad de México,  Mexico,  03100",Del Valle Centro,113,3,3,2,,2,2,2,,,,,,,,,,,"$6,400,000","$6,277,179","$56,637","$53,805","$55,550",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3726
KW,"115 Tiburcio Sanchez de la Barquera</br>Merced Gómez</br>Benito Juarez,  Ciudad de México,  Mexico",Merced Gomez,116,3,3,2,,3,2,3,,,,,,,,,,,"$7,093,207","$6,970,386","$61,148","$58,091","$60,090",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1055-930
KW,"Av. Municipio libre Rumania 110,  Portales Norte,  Benito Juarez,  Ciudad de México,  Mexico,  03303",Portales Norte,70,2,3,2,,0,2,1,,,,,,,,,,,"$2,890,000","$2,767,179","$41,286","$39,221","$39,531",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-3654
KW,"415 Av. Popocatépetl</br> Eje 8</br>Santa Cruz Atoyac</br>Benito Juarez,  Ciudad de México,  Mexico",Santa Cruz Atoyac,160,4,3,2,,4,3,2,,,,,,,,,,,"$9,900,000","$9,777,179","$61,875","$58,781","$61,107",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-5992
KW,"415 Av. Popocatépetl</br> Eje 8</br>Santa Cruz Atoyac</br>Benito Juarez,  Ciudad de México,  Mexico",Santa Cruz Atoyac,160,4,3,2,,4,3,2,,,,,,,,,,,"$9,900,000","$9,777,179","$61,875","$58,781","$61,107",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-7777
KW,"115 Tiburcio Sanchez de la Barquera</br>Merced Gómez</br>Benito Juarez,  Ciudad de México,  Mexico",Merced Gomez,111,3,3,2,,3,2,3,,,,,,,,,,,"$7,719,046","$7,596,225","$69,541","$66,064","$68,434",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1055-9252
KW,"Ejercito Nacional 453, Granada ejercito nacional 453</br> Ejercito Nacional 453, Granada</br>Granada</br>Miguel Hidalgo,  Ciudad de México,  Mexico",Granada,54,1,3,2,,1,1,1,,,,,,,,,,,"$4,390,000","$4,267,179","$81,296","$77,231","$79,022",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1057-2681
KW,"201  NUEVA JERSEY 13,  Napoles,  Benito Juarez,  Ciudad de México,  Mexico,  03810",Napoles,86,2,3,2,,2,2,2,,,,,,,,,,,"$4,700,000","$4,577,179","$54,651","$51,919","$53,223",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-7579
KW,"PH  SALVADOR ALVARADO 80,  Escandón,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11800",Escandon I Seccion,187,0,3,2,,3,3,3,,,,,,,,,,,"$9,518,446","$9,395,625","$50,901","$48,356","$50,244",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1055-2768
KW,"602  Ruben Dario 225,  Polanco Chapultepec,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11560",Polanco V Seccion,1150,0,3,2,,10,0,0,,,,,,,,,,,"$11,500,000","$11,377,179","$10,000","$9,500","$9,893",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-8132
KW,"12  Zapata bd,  Santa Cruz Atoyac,  Benito Juarez,  Ciudad de México,  Mexico,  03310",Santa Cruz Atoyac,63,1,3,2,,1,2,2,,,,,,,,,,,"$4,500,000","$4,377,179","$71,429","$67,857","$69,479",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-1327
KW,"1 Zapata</br>Santa Cruz Atoyac</br>Benito Juarez,  Ciudad de México,  Mexico",Santa Cruz Atoyac,68,2,3,2,,1,2,2,,,,,,,,,,,"$3,500,000","$3,377,179","$51,471","$48,897","$49,664",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-1322
KW,"Av de los Poetas,  Santa Fé,  Alvaro Obregón,  Ciudad de México,  Mexico,  01376",Santa Fe,188,0,3,2,,2,3,3,,,,,,,,,,,"$10,550,400","$10,427,579","$56,119","$53,313","$55,466",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1030-3518
KW,"171 Dr. José Maria Vértiz</br>Doctores</br>Cuauhtémoc,  Ciudad de México,  Mexico",Doctores,70,2,3,2,,1,2,2,,,,,,,,,,,"$2,845,000","$2,722,179","$40,643","$38,611","$38,888",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1031-7807
KW,"97 Santa cruz</br> Privanza Santa Cruz</br>San Simón Ticumac</br>Benito Juarez,  Ciudad de México,  Mexico",San Simon Ticumac,67,2,3,2,,1,2,2,,,,,,,,,,,"$2,700,000","$2,577,179","$40,299","$38,284","$38,465",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-7806
KW,"Calle Bordo</br>Ex Ejido Santa Ursula Coapa</br>Coyoacán,  Ciudad de México,  Mexico",Ex-Ejido de Santa ursula Coapa,137,4,3,2,,2,3,3,,,,,,,,,,,"$5,144,019","$5,021,197","$37,548","$35,670","$36,651",https://www.kwmexico.mx/Departamento-En-Venta-Coyoacan-1057-1008
KW,"calle de Bordo,  Ex Ejido Santa Ursula Coapa,  Coyoacán,  Ciudad de México,  Mexico,  04910",Ex-Ejido de Santa ursula Coapa,118,3,3,2,,2,3,2,,,,,,,,,,,"$6,659,373","$6,536,552","$56,435","$53,614","$55,395",https://www.kwmexico.mx/Departamento-En-Venta-Coyoacan-1057-1004
KW,"Ex Ejido Santa Ursula Coapa,  Coyoacán,  Ciudad de México,  Mexico,  04910",Ex-Ejido de Santa ursula Coapa,120,3,3,2,,2,3,2,,,,,,,,,,,"$4,921,036","$4,798,215","$41,009","$38,958","$39,985",https://www.kwmexico.mx/Departamento-En-Venta-Coyoacan-1057-1002
KW,"218 José María Joaristi</br>Paraje San Juan</br>Iztapalapa,  Ciudad de México,  Mexico",Paraje San Juan,64,1,3,2,,1,2,1,,,,,,,,,,,"$1,550,000","$1,427,179","$24,219","$23,008","$22,300",https://www.kwmexico.mx/Departamento-En-Venta-Iztapalapa-1027-3549
KW,"127 Sócrates</br>Polanco</br>Miguel Hidalgo,  Ciudad de México,  Mexico",Polanco I Seccion,136,4,3,2,,2,2,2,,,,,,,,,,,"$10,800,000","$10,677,179","$79,412","$75,441","$78,509",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-5624
KW,"87 Serapio Rendon</br> Antonio Caso y Alfonso Herrera</br>San Rafael</br>Cuauhtémoc,  Ciudad de México,  Mexico",San Rafael,65,1,3,2,,1,2,2,,,,,,,,,,,"$3,250,000","$3,127,179","$50,000","$47,500","$48,110",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1055-9532
KW,"Av. Puerta Jardín 00,  Ampliación Del Gas,  Azcapotzalco,  Ciudad de México,  Mexico,  02970",Ampliacion Del Gas,80,2,2,1,,2,2,2,,,,,,,,,,,"$2,990,000","$2,867,179","$37,375","$35,506","$35,840",https://www.kwmexico.mx/Departamento-En-Venta-Azcapotzalco-1031-7281
KW,"Varios  Amores 854,  Del Valle,  Benito Juarez,  Ciudad de México,  Mexico,  03100",Del Valle Centro,95,3,2,1,,2,2,2,,,,,,,,,,,"$5,078,000","$4,955,179","$53,453","$50,780","$52,160",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-3442
KW,"Varios  Amores 854,  Del Valle,  Benito Juarez,  Ciudad de México,  Mexico,  03100",Del Valle Centro,197,0,2,1,,3,3,3,,,,,,,,,,,"$7,628,000","$7,505,179","$38,721","$36,785","$38,097",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-3877
KW,"502  Callejón La Otra Banda 1 1,  La Otra Banda,  Alvaro Obregón,  Ciudad de México,  Mexico,  01090",La Otra Banda,157,4,2,1,,3,3,0,,,,,,,,,,,"$8,750,000","$8,627,179","$55,732","$52,946","$54,950",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1031-8245
KW,"302  Callejón La Otra Banda 1 1,  La Otra Banda,  Alvaro Obregón,  Ciudad de México,  Mexico,  01090",La Otra Banda,138,4,2,1,,2,3,0,,,,,,,,,,,"$6,900,000","$6,777,179","$50,000","$47,500","$49,110",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1031-8242
KW,"5 Cañoneros de Guanajuato</br>Lomas Del Chamizal</br>Cuajimalpa De Morelos,  Ciudad de México,  Mexico",Lomas del Chamizal,79,2,2,1,,1,3,3,,,,,,,,,,,"$3,390,000","$3,267,179","$42,911","$40,766","$41,357",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-6716
KW,"Uxmal,  Narvarte,  Benito Juarez,  Ciudad de México,  Mexico,  03020",Narvarte Poniente,134,4,2,1,,1,3,2,,,,,,,,,,,"$6,600,000","$6,477,179","$49,254","$46,791","$48,337",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3828
KW,"Uxmal,  Narvarte,  Benito Juarez,  Ciudad de México,  Mexico,  03020",Narvarte Poniente,126,3,2,1,,1,3,2,,,,,,,,,,,"$6,400,000","$6,277,179","$50,794","$48,254","$49,819",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3730
KW,"Uxmal,  Narvarte,  Benito Juarez,  Ciudad de México,  Mexico,  03020",Narvarte Poniente,134,4,2,1,,1,3,2,,,,,,,,,,,"$6,600,000","$6,477,179","$49,254","$46,791","$48,337",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3729
KW,"Emerson,  Polanco,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11560",Polanco V Seccion,162,4,2,1,,2,2,3,,,,,,,,,,,"$1,150,000","$1,027,179","$7,099","$6,744","$6,341",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-6512
KW,"301  Zacatecas 21,  Roma Norte,  Cuauhtémoc,  Ciudad de México,  Mexico,  06700",Roma Norte,85,2,2,1,,0,2,2,,,,,,,,,,,"$5,203,000","$5,080,179","$61,212","$58,151","$59,767",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1031-3283
KW,"202  TABASCO 122,  Roma Norte,  Cuauhtémoc,  Ciudad de México,  Mexico,  06700",Roma Norte,267,0,2,1,,2,2,2,,,,,,,,,,,"$15,000,000","$14,877,179","$56,180","$53,371","$55,720",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1034-3177
KW,"Avenida de los Poetas,  Santa Fé,  Alvaro Obregón,  Ciudad de México,  Mexico,  01580",Santa Fe,139,4,2,1,,2,2,2,,,,,,,,,,,"$8,372,000","$8,249,179","$60,230","$57,219","$59,347",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1030-2459
KW,"Av. De los Poetas,  Santa Fé,  Alvaro Obregón,  Ciudad de México,  Mexico,  01580",Santa Fe,139,4,2,1,,2,3,2,,,,,,,,,,,"$8,273,232","$8,150,411","$59,520","$56,544","$58,636",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1030-2457
KW,"Av de los Poetas,  Santa Fé,  Alvaro Obregón,  Ciudad de México,  Mexico,  01376",Santa Fe,188,0,2,1,,2,3,3,,,,,,,,,,,"$10,512,720","$10,389,899","$55,919","$53,123","$55,265",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1030-2455
KW,"Tres Cumbres Av de los poetas,  Santa Fé,  Alvaro Obregón,  Ciudad de México,  Mexico,  01376",Santa Fe,294,0,2,1,,4,3,3,,,,,,,,,,,"$19,633,000","$19,510,179","$66,779","$63,440","$66,361",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1030-3541
KW,"501 santa cruz atoyac popocatepetl 415,  Benito Juarez,  Ciudad de México,  Mexico,  03310",Santa Cruz Atoyac,71,2,2,1,,2,2,2,,,,,,,,,,,"$5,200,000","$5,077,179","$73,239","$69,577","$71,510",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1167-1580
KW,"476 Chicoasen</br>Heroes De Padierna</br>Tlalpan,  Ciudad de México,  Mexico",Heroes De Padierna,81,2,2,1,,2,2,2,,,,,,,,,,,"$3,450,000","$3,327,179","$42,593","$40,463","$41,076",https://www.kwmexico.mx/Departamento-En-Venta-Tlalpan-1057-2489
KW,"476 Chicoasen</br>Heroes De Padierna</br>Tlalpan,  Ciudad de México,  Mexico",Heroes De Padierna,74,2,2,1,,2,3,2,,,,,,,,,,,"$3,570,000","$3,447,179","$48,243","$45,831","$46,583",https://www.kwmexico.mx/Departamento-En-Venta-Tlalpan-1057-2488
KW,"205 BERNARDO QUINTANA</br>Lomas De Santa Fé</br>Alvaro Obregón,  Ciudad de México,  Mexico",Lomas De Santa Fe,357,0,2,1,,3,0,0,,,,,,,,,,,"$27,000,000","$26,877,179","$75,630","$71,849","$75,286",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1055-1918
KW,"26 NICOLÁS SAN JUAN</br>Del Valle</br>Benito Juarez,  Ciudad de México,  Mexico",Del Valle Centro,135,4,2,1,,2,3,2,,,,,,,,,,,"$8,160,978","$8,038,157","$60,452","$57,429","$59,542",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1057-2530
KW,"26 NICOLÁS SAN JUAN</br>Del Valle</br>Benito Juarez,  Ciudad de México,  Mexico",Del Valle Centro,137,4,2,1,,2,2,2,,,,,,,,,,,"$6,485,545","$6,362,724","$47,340","$44,973","$46,443",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1057-2529
KW,"Cañoneros de Guanajuato 5,  Lomas Del Chamizal,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05129",Lomas del Chamizal,79,2,2,1,,1,3,3,,,,,,,,,,,"$3,599,000","$3,476,179","$45,557","$43,279","$44,002",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-6850
KW,"Uxmal,  Narvarte,  Benito Juarez,  Ciudad de México,  Mexico,  03020",Narvarte Poniente,126,3,2,1,,1,3,2,,,,,,,,,,,"$6,400,000","$6,277,179","$50,794","$48,254","$49,819",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3855
KW,"274 La Quemada</br> La Morena</br>Narvarte Oriente</br>Benito Juarez,  Ciudad de México,  Mexico",Narvarte Oriente,77,2,2,1,,2,2,2,,,,,,,,,,,"$3,900,000","$3,777,179","$50,649","$48,117","$49,054",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-5524
KW,"43 RUBEN DARIO</br>Polanco</br>Miguel Hidalgo,  Ciudad de México,  Mexico",Polanco V Seccion,404,0,2,1,,4,3,3,,,,,,,,,,,"$2,150,000","$2,027,179","$5,322","$5,056","$5,018",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1057-1720
KW,"4  Lamartine 136,  Polanco,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11560",Polanco V Seccion,200,0,2,1,,2,3,3,,,,,,,,,,,"$16,000,000","$15,877,179","$80,000","$76,000","$79,386",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1167-386
KW,"11  Popocatepetl 164,  Portales Norte,  Benito Juarez,  Ciudad de México,  Mexico,  04630",Portales Norte,135,4,2,1,,2,2,2,,,,,,,,,,,"$7,600,000","$7,477,179","$56,296","$53,481","$55,387",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-5372
KW,"905 Miraflores</br>Miravalle</br>Benito Juarez,  Ciudad de México,  Mexico",Miravalle,94,3,2,1,,2,2,2,,,,,,,,,,,"$3,380,000","$3,257,179","$35,957","$34,160","$34,651",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-3554
KW,"GH04  SOCRATES 127,  Polanco,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11550",Polanco IV Seccion,183,0,2,1,,2,3,3,,,,,,,,,,,"$15,500,000","$15,377,179","$84,699","$80,464","$84,028",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-5622
KW,"Condominio Puerta Toreo,  Argentina Poniente,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11230",Argentina Poniente,99,3,2,1,,1,2,1,,,,,,,,,,,"$2,690,000","$2,567,179","$27,172","$25,813","$25,931",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1020-11680
KW,"327 Gonzalez de Cossio</br>Del Valle</br>Benito Juarez,  Ciudad de México,  Mexico",Del Valle Centro,175,0,2,1,,2,3,3,,,,,,,,,,,"$8,800,000","$8,677,179","$50,286","$47,771","$49,584",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-3473
KW,"403  Newton 207,  Polanco,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11570",Polanco V Seccion,125,3,2,1,,1,2,3,,,,,,,,,,,"$579,370","$456,549","$4,635","$4,403","$3,652",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-3332
KW,"Rio Mar Jónico 63,  Popotla,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11400",Popotla,100,3,2,1,,2,2,2,,,,,,,,,,,"$5,500,000","$5,377,179","$55,000","$52,250","$53,772",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1055-1884
KW,"Mar Jónico 63,  Popotla,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11400",Popotla,100,3,2,1,,2,2,2,,,,,,,,,,,"$4,200,000","$4,077,179","$42,000","$39,900","$40,772",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1055-1880
KW,"155 Fernando Montes de Oca</br>San Miguel Chapultepec</br>Miguel Hidalgo,  Ciudad de México,  Mexico",San Miguel Chapultepec II Seccion,100,3,2,1,,2,2,2,,,,,,,,,,,"$5,200,000","$5,077,179","$52,000","$49,400","$50,772",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-5514
KW,"101 Col. Bosque de Chapultepec Emerson 415,  Polanco Chapultepec,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11560",Polanco V Seccion,167,4,2,1,,2,2,3,,,,,,,,,,,"$1,150,000","$1,027,179","$6,886","$6,542","$6,151",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-7915
KW,"P.H.2  Guanajuato 238,  Roma Norte,  Cuauhtémoc,  Ciudad de México,  Mexico,  06700",Roma Norte,194,0,2,1,,2,2,2,,,,,,,,,,,"$9,350,000","$9,227,179","$48,196","$45,786","$47,563",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1031-3222
KW,"Desierto de los Leones</br>Tetelpan</br>Alvaro Obregón,  Ciudad de México,  Mexico",Tetelpan,120,3,2,1,,2,3,3,,,,,,,,,,,"$5,782,000","$5,659,179","$48,183","$45,774","$47,160",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1057-1748
KW,"ANILLO PERIFERICO 4860,  Guadalupe Tlalpan,  Tlalpan,  Ciudad de México,  Mexico,  14389",Arenal de Guadalupe,124,3,2,1,,2,3,2,,,,,,,,,,,"$4,700,000","$4,577,179","$37,903","$36,008","$36,913",https://www.kwmexico.mx/Departamento-En-Venta-Tlalpan-1055-2510
KW,"ANILLO PERIFERICO 4860,  Guadalupe Tlalpan,  Tlalpan,  Ciudad de México,  Mexico,  14389",Arenal de Guadalupe,101,3,2,1,,2,3,2,,,,,,,,,,,"$4,200,000","$4,077,179","$41,584","$39,505","$40,368",https://www.kwmexico.mx/Departamento-En-Venta-Tlalpan-1055-2159
KW,"Alfredo de Musset 344,  Polanco,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11560",Polanco V Seccion,170,4,2,1,,2,2,2,,,,,,,,,,,"$17,851,228","$17,728,407","$105,007","$99,757","$104,285",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1057-2739
KW,"Alfredo de Musset 344,  Polanco,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11560",Polanco V Seccion,171,0,2,1,,2,2,2,,,,,,,,,,,"$20,366,260","$20,243,439","$119,101","$113,146","$118,383",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1057-2738
KW,"344 Alfredo de Musset</br>Polanco</br>Miguel Hidalgo,  Ciudad de México,  Mexico",Polanco III Seccion,251,0,2,1,,2,3,3,,,,,,,,,,,"$28,376,385","$28,253,564","$113,053","$107,401","$112,564",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1057-2735
