Base,Dirección,Colonia,m2,Clasif.,Antigüedad,Clasif.,Elev,Est,Rec,Bañ,"Interior 
Exteriror",Balcón,Roof privado/ Patio interior,m2 Roof privado/ Patio interior,Amenidades,Bodega,Cuarto de servicio,Jaula de tendido,Seguridad,Costo Mantenimiento,Precio de venta,Sin Estacionamiento,$/m2,$/m2 (-5%),$/m2 sin est,Link
KW,"Alfredo de Musset 344,  Polanco,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11560",Polanco V Seccion,233,0,2,1,,2,3,3,,,,,,,,,,,"$26,612,302","$26,489,481","$114,216","$108,505","$113,689",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1057-2587
KW,"Boulevard Adolfo Lopez Mateos 2113 San Angel,  Álvaro Obregón Desarrollo Urbano,  Alvaro Obregón,  Ciudad de México,  Mexico,  01010",alvaro Obregon,84,2,1,1,,2,2,2,,,,,,,,,,,"$5,924,687","$5,801,866","$70,532","$67,005","$69,070",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1027-5021
KW,"Avenida Coyoacán,  Acacias,  Benito Juarez,  Ciudad de México,  Mexico,  03240",Acacias,86,2,1,1,,2,2,2,,,,,,,,,,,"$5,471,781","$5,348,960","$63,625","$60,444","$62,197",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3983
KW,"Avenida Coyoacán,  Acacias,  Benito Juarez,  Ciudad de México,  Mexico,  03240",Acacias,88,2,1,1,,2,2,2,,,,,,,,,,,"$5,250,000","$5,127,179","$59,659","$56,676","$58,263",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3982
KW,"Avenida Coyoacán,  Acacias,  Benito Juarez,  Ciudad de México,  Mexico,  03240",Acacias,85,2,1,1,,2,2,2,,,,,,,,,,,"$4,620,000","$4,497,179","$54,353","$51,635","$52,908",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1031-3981
KW,"EDIF.165 Av. de la Ventisca</br>Acueducto De Guadalupe</br>Gustavo A. Madero,  Ciudad de México,  Mexico",Acueducto De Guadalupe,58,1,1,1,,1,3,1,,,,,,,,,,,"$1,090,000","$967,179","$18,793","$17,853","$16,675",https://www.kwmexico.mx/Departamento-En-Venta-Gustavo-A.-Madero-1057-2227
KW,"SUR 16 CASA S13 MZ 7,  Agrícola Oriental,  Iztacalco,  Ciudad de México,  Mexico,  08500",Agricola Oriental,60,1,1,1,,0,2,2,,,,,,,,,,,"$1,790,000","$1,667,179","$29,833","$28,342","$27,786",https://www.kwmexico.mx/Departamento-En-Venta-Iztacalco-1027-5749
KW,"15 oriente 233</br>Agrícola Oriental</br>Iztacalco,  Ciudad de México,  Mexico",Agricola Oriental,58,1,1,1,,1,2,1,,,,,,,,,,,"$1,550,000","$1,427,179","$26,724","$25,388","$24,607",https://www.kwmexico.mx/Departamento-En-Venta-Iztacalco-1057-2680
KW,"Calle 3 176,  Agrícola Pantitlan,  Iztacalco,  Ciudad de México,  Mexico,  08100",Agricola Pantitlan,60,1,1,1,,2,3,0,,,,,,,,,,,"$1,850,000","$1,727,179","$30,833","$29,292","$28,786",https://www.kwmexico.mx/Departamento-En-Venta-Iztacalco-1031-8261
KW,"560 BOLIVAR</br>Alamos</br>Benito Juarez,  Ciudad de México,  Mexico",alamos,65,1,1,1,,1,2,2,,,,,,,,,,,"$3,200,000","$3,077,179","$49,231","$46,769","$47,341",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-3665
KW,"610  ANDALUCIA 241,  Alamos,  Benito Juarez,  Ciudad de México,  Mexico,  03020",alamos,97,3,1,1,,1,2,2,,,,,,,,,,,"$5,529,000","$5,406,179","$57,000","$54,150","$55,734",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-4424
KW,"601  ANDALUCIA 241,  Alamos,  Benito Juarez,  Ciudad de México,  Mexico,  03020",alamos,63,1,1,1,,1,2,2,,,,,,,,,,,"$4,091,070","$3,968,249","$64,938","$61,691","$62,988",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-4423
KW,"501  ANDALUCIA 241,  Alamos,  Benito Juarez,  Ciudad de México,  Mexico,  03020",alamos,63,1,1,1,,1,2,2,,,,,,,,,,,"$3,219,413","$3,096,592","$51,102","$48,547","$49,152",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-4422
KW,"305  ANDALUCIA 241,  Alamos,  Benito Juarez,  Ciudad de México,  Mexico,  03020",alamos,60,1,1,1,,1,2,2,,,,,,,,,,,"$2,850,000","$2,727,179","$47,500","$45,125","$45,453",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-4404
KW,"560 BOLIVAR</br>Alamos</br>Benito Juarez,  Ciudad de México,  Mexico",alamos,65,1,1,1,,1,2,2,,,,,,,,,,,"$2,900,000","$2,777,179","$44,615","$42,385","$42,726",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-4243
KW,"Andalucia 241,  Alamos,  Benito Juarez,  Ciudad de México,  Mexico,  03020",alamos,68,2,1,1,,1,2,2,,,,,,,,,,,"$2,982,750","$2,859,929","$43,864","$41,671","$42,058",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1055-6604
KW,"905  CALZADA SAN ANTONIO ABAD 307,  Algarín,  Cuauhtémoc,  Ciudad de México,  Mexico,  06880",Algarin,59,1,1,1,,1,2,1,,,,,,,,,,,"$2,395,400","$2,272,579","$40,600","$38,570","$38,518",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-5494
KW,"1104  CALZADA SAN ANTONIO ABAD 307,  Algarín,  Cuauhtémoc,  Ciudad de México,  Mexico,  06880",Algarin,54,1,1,1,,1,2,1,,,,,,,,,,,"$2,425,850","$2,303,029","$44,923","$42,677","$42,649",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-5493
KW,"1007  CALZADA SAN ANTONIO ABAD 307,  Algarín,  Cuauhtémoc,  Ciudad de México,  Mexico,  06880",Algarin,59,1,1,1,,1,2,1,,,,,,,,,,,"$2,385,250","$2,262,429","$40,428","$38,407","$38,346",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-5492
KW,"1004  CALZADA SAN ANTONIO ABAD 307,  Algarín,  Cuauhtémoc,  Ciudad de México,  Mexico,  06880",Algarin,54,1,1,1,,1,2,1,,,,,,,,,,,"$2,253,300","$2,130,479","$41,728","$39,641","$39,453",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-5491
KW,"907  CALZADA SAN ANTONIO ABAD 307,  Algarín,  Cuauhtémoc,  Ciudad de México,  Mexico,  06880",Algarin,59,1,1,1,,1,2,1,,,,,,,,,,,"$2,131,500","$2,008,679","$36,127","$34,321","$34,045",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-5490
KW,"905  CALZADA SAN ANTONIO ABAD 307,  Algarín,  Cuauhtémoc,  Ciudad de México,  Mexico,  06880",Algarin,55,1,1,1,,1,2,1,,,,,,,,,,,"$2,009,700","$1,886,879","$36,540","$34,713","$34,307",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-5476
KW,"Lago poniente 26,  Americas Unidas,  Benito Juarez,  Ciudad de México,  Mexico,  03610",Americas Unidas,96,3,1,1,,2,3,2,,,,,,,,,,,"$4,322,440","$4,199,619","$45,025","$42,774","$43,746",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-5633
KW,"Lago poniente 26,  Americas Unidas,  Benito Juarez,  Ciudad de México,  Mexico,  03610",Americas Unidas,60,1,1,1,,2,2,2,,,,,,,,,,,"$3,122,000","$2,999,179","$52,033","$49,432","$49,986",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-5632
KW,"Calle Sur 73 4128,  Ampliación Asturias,  Cuauhtémoc,  Ciudad de México,  Mexico,  06890",Ampliacion Asturias,60,1,1,1,,1,2,1,,,,,,,,,,,"$2,830,000","$2,707,179","$47,167","$44,808","$45,120",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1031-5048
KW,"PH 03 Torre C  Lago Alberto 442,  Ampliación Granada,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11520",Ampliacion Granada,122,3,1,1,,2,3,2,,,,,,,,,,,"$10,560,000","$10,437,179","$86,557","$82,230","$85,551",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-4907
KW,"PH07  Lago Alberto 442,  Ampliación Granada,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11520",Ampliacion Granada,122,3,1,1,,2,3,2,,,,,,,,,,,"$10,797,966","$10,675,145","$88,508","$84,083","$87,501",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-3942
KW,"303 Boulevard Miguel de Cervantes Saavedra</br>Ampliación Granada</br>Miguel Hidalgo,  Ciudad de México,  Mexico",Ampliacion Granada,112,3,1,1,,2,2,2,,,,,,,,,,,"$7,900,000","$7,777,179","$70,536","$67,009","$69,439",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-5554
KW,"1208  LAGO NEUCHATEL 45,  Ampliación Granada,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11529",Ampliacion Granada,112,3,1,1,,2,3,2,,,,,,,,,,,"$8,000,000","$7,877,179","$71,429","$67,857","$70,332",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-5445
KW,"1304  Lago Zurich 168,  Ampliación Granada,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11529",Ampliacion Granada,90,2,1,1,,2,2,2,,,,,,,,,,,"$5,800,000","$5,677,179","$64,444","$61,222","$63,080",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-5182
KW,"402 Kansas Winsconsin 55,  Ampliación Napoles,  Benito Juarez,  Ciudad de México,  Mexico,  03840",Ampliacion Napoles,88,2,1,1,,1,2,1,,,,,,,,,,,"$3,600,000","$3,477,179","$40,909","$38,864","$39,513",https://www.kwmexico.mx/Departamento-En-Venta-Benito-Juarez-1027-5745
KW,"42 Puerto Peñasco</br>Ampliación Piloto Adolfo López Mateos</br>Alvaro Obregón,  Ciudad de México,  Mexico",Ampliacion Piloto Adolfo Lopez Mateos,18,0,1,1,,0,1,1,,,,,,,,,,,"$630,000","$507,179","$35,000","$33,250","$28,177",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1057-2707
KW,"Bahía del Espiritu Santo 43,  Anahuac,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11320",Anahuac I Seccion,74,2,1,1,,1,2,2,,,,,,,,,,,"$3,300,000","$3,177,179","$44,595","$42,365","$42,935",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-4947
KW,"166 LAGUNA DE MAYRAN</br>Anahuac</br>Miguel Hidalgo,  Ciudad de México,  Mexico",Anahuac I Seccion,65,1,1,1,,1,2,2,,,,,,,,,,,"$3,250,000","$3,127,179","$50,000","$47,500","$48,110",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-6559
KW,"104  Bahía de San Hipólito 43,  Anahuac,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11320",Anahuac I Seccion,89,2,1,1,,1,2,2,,,,,,,,,,,"$3,650,000","$3,527,179","$41,011","$38,961","$39,631",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1034-3032
KW,"402  LAGUNA DEL CARMEN 38,  Anahuac,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11320",Anahuac I Seccion,121,3,1,1,,2,2,2,,,,,,,,,,,"$8,200,000","$8,077,179","$67,769","$64,380","$66,754",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-4410
KW,"104  LAGUNA DEL CARMEN 38,  Anahuac,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11320",Anahuac I Seccion,121,3,1,1,,2,2,2,,,,,,,,,,,"$6,150,000","$6,027,179","$50,826","$48,285","$49,811",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-4409
KW,"203  LAGUNA DEL CARMEN 38,  Anahuac,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11320",Anahuac I Seccion,121,3,1,1,,2,3,2,,,,,,,,,,,"$5,458,596","$5,335,775","$45,112","$42,857","$44,097",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-4408
KW,"302  LAGUNA DEL CARMEN 38,  Anahuac,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11320",Anahuac I Seccion,121,3,1,1,,2,2,2,,,,,,,,,,,"$4,840,000","$4,717,179","$40,000","$38,000","$38,985",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-4407
KW,"106  LAGUNA DEL CARMEN 38,  Anahuac,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11320",Anahuac I Seccion,68,2,1,1,,2,2,2,,,,,,,,,,,"$3,700,000","$3,577,179","$54,412","$51,691","$52,606",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1027-4400
KW,"PH 03, 05  Lago Alberto 442,  Anáhuac I Secc.,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11520",Anahuac I Seccion,122,3,1,1,,2,3,2,,,,,,,,,,,"$10,450,678","$10,327,857","$85,661","$81,378","$84,655",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-4905
KW,"101  Lago Alberto 442,  Anáhuac I Secc.,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11520",Anahuac I Seccion,170,4,1,1,,2,2,2,,,,,,,,,,,"$8,509,991","$8,387,169","$50,059","$47,556","$49,336",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-4904
KW,"PH02 Y PH06  Lago Alberto 442,  Anáhuac I Secc.,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11520",Anahuac I Seccion,104,3,1,1,,2,3,2,,,,,,,,,,,"$7,939,197","$7,816,376","$76,338","$72,522","$75,157",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1031-4860
KW,"shakespeare 12,  Anzures,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11590",Anzures,109,3,1,1,,1,2,2,,,,,,,,,,,"$4,600,000","$4,477,179","$42,202","$40,092","$41,075",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1055-9684
KW,"303  LA CORUÑA 79,  Asturias,  Cuauhtémoc,  Ciudad de México,  Mexico,  08200",Asturias,77,2,1,1,,0,2,1,,,,,,,,,,,"$2,587,790","$2,464,969","$33,608","$31,927","$32,013",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-4860
KW,"301  VIADUCTO RIO DE LA PIEDAD 260,  Asturias,  Cuauhtémoc,  Ciudad de México,  Mexico,  06850",Asturias,78,2,1,1,,1,2,1,,,,,,,,,,,"$2,810,270","$2,687,449","$36,029","$34,228","$34,454",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-4858
KW,"202  VIADUCTO RIO DE LA PIEDAD 260,  Asturias,  Cuauhtémoc,  Ciudad de México,  Mexico,  06850",Asturias,78,2,1,1,,1,2,1,,,,,,,,,,,"$2,770,885","$2,648,064","$35,524","$33,748","$33,950",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-4824
KW,"GH  LA CORUÑA 79,  Asturias,  Cuauhtémoc,  Ciudad de México,  Mexico,  08200",Asturias,64,1,1,1,,0,2,1,,,,,,,,,,,"$2,423,090","$2,300,269","$37,861","$35,968","$35,942",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-4821
KW,"403   1127,  Atlántida,  Coyoacán,  Ciudad de México,  Mexico,  04370",Atlantida,73,2,1,1,,3,2,2,,,,,,,,,,,"$5,221,322","$5,098,501","$71,525","$67,949","$69,842",https://www.kwmexico.mx/Departamento-En-Venta-Coyoacan-1027-5481
KW,"406   1127,  Atlántida,  Coyoacán,  Ciudad de México,  Mexico,  04370",Atlantida,65,1,1,1,,2,2,1,,,,,,,,,,,"$4,000,620","$3,877,799","$61,548","$58,471","$59,658",https://www.kwmexico.mx/Departamento-En-Venta-Coyoacan-1027-5480
KW,"402   1127,  Atlántida,  Coyoacán,  Ciudad de México,  Mexico,  04370",Atlantida,70,2,1,1,,2,0,0,,,,,,,,,,,"$3,950,000","$3,827,179","$56,429","$53,607","$54,674",https://www.kwmexico.mx/Departamento-En-Venta-Coyoacan-1027-5479
KW,"210   1127,  Atlántida,  Coyoacán,  Ciudad de México,  Mexico,  04370",Atlantida,50,1,1,1,,2,1,0,,,,,,,,,,,"$2,759,402","$2,636,581","$55,188","$52,429","$52,732",https://www.kwmexico.mx/Departamento-En-Venta-Coyoacan-1027-5478
KW,"102   1127,  Atlántida,  Coyoacán,  Ciudad de México,  Mexico,  04370",Atlantida,70,2,1,1,,2,2,1,,,,,,,,,,,"$2,995,044","$2,872,223","$42,786","$40,647","$41,032",https://www.kwmexico.mx/Departamento-En-Venta-Coyoacan-1027-5477
KW,"Azcapotzalco,  Azcapotzalco,  Ciudad de México,  Mexico,  02070",Del Recreo,120,3,1,1,,1,2,1,,,,,,,,,,,"$2,180,000","$2,057,179","$18,167","$17,258","$17,143",https://www.kwmexico.mx/Departamento-En-Venta-Azcapotzalco-1034-3167
KW,"RUBEN DARÍO,  Bosque De Chapultepec I Secc.,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11580",Bosque de Chapultepec I Seccion,300,0,1,1,,3,3,3,,,,,,,,,,,"$77,400,000","$77,277,179","$258,000","$245,100","$257,591",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1055-2703
KW,"</br>Bosques De Las Lomas</br>Cuajimalpa De Morelos,  Ciudad de México,  Mexico",Bosque de las Lomas,442,0,1,1,,3,3,3,,,,,,,,,,,"$16,350,000","$16,227,179","$36,991","$35,141","$36,713",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1057-2090
KW,"BOSQUE DE DURAZNOS,  Bosques De Las Lomas,  Miguel Hidalgo,  Ciudad de México,  Mexico,  11700",Bosque de las Lomas,190,0,1,1,,2,2,2,,,,,,,,,,,"$11,200,000","$11,077,179","$58,947","$56,000","$58,301",https://www.kwmexico.mx/Departamento-En-Venta-Miguel-Hidalgo-1055-2697
KW,"BOSQUE DE LIMAS,  Bosques De Las Lomas,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05120",Bosque de las Lomas,601,0,1,1,,2,2,3,,,,,,,,,,,"$38,000,000","$37,877,179","$63,228","$60,067","$63,024",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1055-2699
KW,"Camino al Olivo,  Bosques De Las Lomas,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  52789",Bosque de las Lomas,543,0,1,1,,4,3,3,,,,,,,,,,,"$31,047,000","$30,924,179","$57,177","$54,318","$56,951",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1055-2550
KW,"Bosque de Toronjos 39,  Bosques De Las Lomas,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05100",Bosque de las Lomas,385,0,1,1,,4,3,3,,,,,,,,,,,"$22,500,000","$22,377,179","$58,442","$55,519","$58,123",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-6201
KW,"Bosque de Canelos 101,  Bosques De Las Lomas,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05120",Bosque de las Lomas,305,0,1,1,,2,3,3,,,,,,,,,,,"$1,000,000","$877,179","$3,279","$3,115","$2,876",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-5767
KW,"Privada de Tamarindos 7,  Bosques De Las Lomas,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05110",Bosque de las Lomas,345,0,1,1,,3,3,3,,,,,,,,,,,"$17,900,000","$17,777,179","$51,884","$49,290","$51,528",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-7561
KW,"03  PASEO DE LOS LAURELES 410,  Bosques De Las Lomas,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05120",Bosque de las Lomas,280,0,1,1,,2,3,2,,,,,,,,,,,"$10,500,000","$10,377,179","$37,500","$35,625","$37,061",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-7533
KW,"Bosque de Canelos 59,  Bosques De Las Lomas,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  11700",Bosque de las Lomas,470,0,1,1,,4,4,3,,,,,,,,,,,"$29,900,000","$29,777,179","$63,617","$60,436","$63,356",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1027-5307
KW,"39  Viaducto Miguel Aleman 165,  Buenos Aires,  Cuauhtémoc,  Ciudad de México,  Mexico,  06780",Buenos Aires,55,1,1,1,,0,1,1,,,,,,,,,,,"$1,130,000","$1,007,179","$20,545","$19,518","$18,312",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1167-1756
KW,"Av. San Antonio 455,  Carola,  Alvaro Obregón,  Ciudad de México,  Mexico,  01180",Carola,66,2,1,1,,2,2,2,,,,,,,,,,,"$2,990,000","$2,867,179","$45,303","$43,038","$43,442",https://www.kwmexico.mx/Departamento-En-Venta-Alvaro-Obregon-1031-6275
KW,"Condesa,  Cuauhtémoc,  Ciudad de México,  Mexico,  06140",Condesa,102,3,1,1,,2,2,2,,,,,,,,,,,"$7,922,240","$7,799,419","$77,669","$73,786","$76,465",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1055-3310
KW,"PH4  Cholula 17,  Condesa,  Cuauhtémoc,  Ciudad de México,  Mexico,  06100",Condesa,191,0,1,1,,2,1,1,,,,,,,,,,,"$10,507,115","$10,384,294","$55,011","$52,261","$54,368",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1034-2677
KW,"Insurgentes Sur 383,  Condesa,  Cuauhtémoc,  Ciudad de México,  Mexico,  06100",Condesa,91,3,1,1,,2,2,2,,,,,,,,,,,"$6,807,497","$6,684,676","$74,808","$71,067","$73,458",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1055-1976
KW,"GH1  Juan de la Barrera 38,  Condesa,  Cuauhtémoc,  Ciudad de México,  Mexico,  06140",Condesa,115,3,1,1,,1,3,3,,,,,,,,,,,"$9,650,475","$9,527,654","$83,917","$79,721","$82,849",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1031-3261
KW,"102 Nuevo León</br>Condesa</br>Cuauhtémoc,  Ciudad de México,  Mexico",Condesa,190,0,1,1,,1,3,3,,,,,,,,,,,"$7,900,000","$7,777,179","$41,579","$39,500","$40,933",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1057-1535
KW,"Pachuca 87,  Condesa,  Cuauhtémoc,  Ciudad de México,  Mexico,  06410",Condesa,265,0,1,1,,0,3,3,,,,,,,,,,,"$13,500,000","$13,377,179","$50,943","$48,396","$50,480",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1031-6126
KW,"Juan Escutia,  Condesa,  Cuauhtémoc,  Ciudad de México,  Mexico,  06170",Condesa,135,4,1,1,,1,0,0,,,,,,,,,,,"$7,000,000","$6,877,179","$51,852","$49,259","$50,942",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1030-3617
KW,"Pachuca 87,  Condesa,  Cuauhtémoc,  Ciudad de México,  Mexico,  06410",Condesa,265,0,1,1,,0,3,3,,,,,,,,,,,"$13,500,000","$13,377,179","$50,943","$48,396","$50,480",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1031-7739
KW,"BENITO JUÁREZ 504,  Consejo Agrarista Mexicano,  Iztapalapa,  Ciudad de México,  Mexico,  09760",Consejo Agrarista Mexicano,65,1,1,1,,1,2,1,,,,,,,,,,,"$865,000","$742,179","$13,308","$12,642","$11,418",https://www.kwmexico.mx/Departamento-En-Venta-Iztapalapa-1034-3222
KW,"A  CARRETARA SANTA ROSA 99,  Contadero,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05500",Contadero,125,3,1,1,,2,2,2,,,,,,,,,,,"$9,468,249","$9,345,428","$75,746","$71,959","$74,763",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1027-4999
KW,"155  carretera mex -toluca 5860,  Contadero,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  5500",Contadero,172,0,1,1,,2,3,3,,,,,,,,,,,"$6,990,000","$6,867,179","$40,640","$38,608","$39,925",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-6413
KW,"155  carretera mex -toluca 5860,  Contadero,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  5500",Contadero,172,0,1,1,,2,3,3,,,,,,,,,,,"$6,990,000","$6,867,179","$40,640","$38,608","$39,925",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-6076
KW,"Av Santa Fé,  Contadero,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05349",Contadero,684,0,1,1,,4,3,3,,,,,,,,,,,"$48,000,000","$47,877,179","$70,175","$66,667","$69,996",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1055-7572
KW,"CARRETERA MÉXICO - TOLUCA CARRETERA MÉXICO-TOLUCA 5804ETERA MÉXICO - TOLUCA,  Contadero,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05500",Contadero,124,3,1,1,,2,2,2,,,,,,,,,,,"$6,400,000","$6,277,179","$51,613","$49,032","$50,622",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1027-5790
KW,"155  carretera mex -toluca 5860,  Contadero,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  5500",Contadero,172,0,1,1,,2,3,3,,,,,,,,,,,"$6,990,000","$6,867,179","$40,640","$38,608","$39,925",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-7740
KW,"Carretera Mexico Toluca,  Cuajimalpa,  Cuajimalpa De Morelos,  Ciudad de México,  Mexico,  05500",Cuajimalpa,86,2,1,1,,2,2,2,,,,,,,,,,,"$4,942,000","$4,819,179","$57,465","$54,592","$56,037",https://www.kwmexico.mx/Departamento-En-Venta-Cuajimalpa-De-Morelos-1031-7588
KW,"Varios  Rio Rhin 13,  Cuauhtémoc,  Cuauhtémoc,  Ciudad de México,  Mexico,  06500",Cuauhtemoc,160,4,1,1,,0,3,2,,,,,,,,,,,"$9,000,000","$8,877,179","$56,250","$53,438","$55,482",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-3482
KW,"Varios  Rio Rhin 13,  Cuauhtémoc,  Cuauhtémoc,  Ciudad de México,  Mexico,  06500",Cuauhtemoc,70,2,1,1,,0,1,1,,,,,,,,,,,"$4,500,000","$4,377,179","$64,286","$61,071","$62,531",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1027-3459
KW,"RIO TIGRIS,  Cuauhtémoc,  Cuauhtémoc,  Ciudad de México,  Mexico,  06500",Cuauhtemoc,87,2,1,1,,1,2,1,,,,,,,,,,,"$4,998,000","$4,875,179","$57,448","$54,576","$56,037",https://www.kwmexico.mx/Departamento-En-Venta-Cuauhtemoc-1055-2674
